t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode	squad_id	squad_rank	leader_id	target_id
50901	bot-29	bravo	C00r-4310	state	-15.82	-1.41	80	0.19	0.03	14.99	4	seek	squad-5	0	bot-29	bot-28
50953	bot-19	bravo	H33m-2320	health	2.78	19.44	176	0.00	0.00		0		squad-4	0	bot-19	bot-20
50953	bot-28	alpha	A21m-3320	state	-6.19	8.19	204	2.31	0.47	16.30	3	seek	squad-3	7	bot-13	bot-29
50953	bot-29	bravo	C00r-4312	latches	-15.77	-1.40	59	0.71	0.05	5.28	4	cover	squad-5	0	bot-29	bot-13
51009	bot-21	bravo	E33r-R129	latches	1.90	19.95	214	5.19	1.19	1.30	1	flee	squad-4	1	bot-19	bot-28
51077	bot-22	alpha	G21r-3312	tick	-1.45	9.55	354	0.00	0.45		0		squad-3	2	bot-13	bot-21
51077	bot-23	bravo	S33r-3410	state+latches	-0.84	18.57	204	2.34	2.05	4.31	4	cover	squad-4	2	bot-19	bot-20
51077	bot-28	alpha	F21m-3320	state	-6.19	8.19	225	0.15	0.01		0		squad-3	7	bot-13	bot-29
51077	bot-29	bravo	E00r-4210	state+health+latches	-15.78	-1.37	52	0.54	0.03		0		squad-5	0	bot-29	bot-13
51077	bot-31	bravo	S21r-4410	tier+score	-16.46	-2.37	52	1.27	1.37	15.96	4	seek	squad-5	1	bot-29	bot-22
51134	bot-23	bravo	C33r-3410	state	-0.87	18.48	206	1.91	0.10	11.60	3	seek	squad-4	2	bot-19	bot-20
51134	bot-28	alpha	A21m-3320	state	-6.19	8.19	225	0.00	0.00		0		squad-3	7	bot-13	bot-29
51134	bot-29	bravo	E21r-4219	tier+score+latches	-16.18	-1.77	43	5.61	0.57	6.01	1	flee	squad-5	0	bot-29	bot-20
51191	bot-23	bravo	C33r-3412	latches	-0.90	18.23	196	3.34	0.25	3.73	6	cover	squad-4	2	bot-19	bot-20
51290	bot-20	alpha	E21m-R220	latches	-7.57	7.37	35	0.00	1.32		0		squad-3	5	bot-13	bot-27
51290	bot-22	alpha	C00r-3312	state+tier+score	-1.45	9.55	2	0.00	0.00		0		squad-3	2	bot-13	bot-21
51290	bot-24	alpha	A00r-2310	tier+score	-3.72	9.75	228	0.00	0.00		0		squad-3	3	bot-13	bot-29
51290	bot-26	alpha	S00r-4410	tier+score	-6.29	4.72	25	2.31	1.17	11.41	4	seek	squad-3	6	bot-13	bot-21
51290	bot-28	alpha	F00m-3320	state+tier+score	-6.19	8.19	225	0.00	0.00		0		squad-3	7	bot-13	bot-29
51290	bot-29	bravo	E32r-4119	tier+score+health	-16.72	-1.78	44	5.29	0.54	5.67	1	flee	squad-5	0	bot-29	bot-20
51290	bot-30	alpha	S00r-4410	tier+score	-7.53	12.60	37	2.61	1.85	6.81	2	seek	squad-3	4	bot-13	bot-21
51290	bot-31	bravo	S32r-4410	tier+score	-16.37	-2.38	44	0.45	0.09	15.90	4	seek	squad-5	1	bot-29	bot-22
51354	bot-13	alpha	S00r-2410	tier+score	-1.00	9.99	27	0.15	0.14	3.43	1	seek	squad-3	0	bot-13	bot-19
51354	bot-15	alpha	S00r-4410	tier+score	-5.37	-0.69	307	0.30	0.01	12.36	3	seek	squad-3	1	bot-13	bot-29
51354	bot-20	alpha	E00m-R220	tier+score	-7.57	7.37	35	0.00	0.00		0		squad-3	5	bot-13	bot-27
51354	bot-28	alpha	A00m-332G	state+latches	-6.19	8.19	226	0.00	0.00		0		squad-3	7	bot-13	bot-29
51354	bot-29	bravo	E32r-411P	latches	-16.97	-1.84	44	5.13	0.26	5.49	1	flee	squad-5	0	bot-29	bot-20
51448	bot-27	bravo	T33m-2420	state	1.71	19.92	146	6.07	2.58	0.37	1	medic	squad-4	3	bot-19	bot-20
51448	bot-29	bravo	E32r-4119	latches	-17.21	-1.94	54	5.19	0.26	5.27	1	flee	squad-5	0	bot-29	bot-22
51511	bot-21	bravo	E33r-R120	latches	2.82	20.73	214	0.00	1.21		0		squad-4	1	bot-19	bot-28
51511	bot-24	alpha	F00r-2310	state	-3.72	9.75	229	0.00	0.00		0		squad-3	3	bot-13	bot-29
51511	bot-29	bravo	E32r-411P	latches	-17.45	-2.04	54	5.22	0.26	5.07	1	flee	squad-5	0	bot-29	bot-22
51587	bot-24	alpha	A00r-2310	state	-3.72	9.75	229	0.00	0.00		0		squad-3	3	bot-13	bot-29
51587	bot-28	alpha	S00m-3320	state+latches	-6.19	8.19	226	0.00	0.00		0		squad-3	7	bot-13	bot-29
51653	bot-23	bravo	C33r-341I	latches	-1.26	17.04	196	4.43	1.25	3.05	6	cover	squad-4	2	bot-19	bot-26
51653	bot-24	alpha	F00r-2310	state	-3.72	9.75	229	0.00	0.00		0		squad-3	3	bot-13	bot-29
51738	bot-24	alpha	A00r-2310	state	-3.72	9.75	229	0.00	0.00		0		squad-3	3	bot-13	bot-29
51738	bot-29	bravo	E32r-4119	latches	-17.96	-2.65	54	5.66	0.79	4.29	1	flee	squad-5	0	bot-29	bot-22
51820	bot-20	alpha	H00m-R220	state	-7.63	7.39	35	0.00	0.07		0		squad-3	5	bot-13	bot-27
51820	bot-21	bravo	E33r-R220	health	2.82	20.73	214	0.00	0.00		0		squad-4	1	bot-19	bot-28
51894	bot-21	bravo	E33r-4220	ammo	2.82	20.73	214	0.00	0.00		0		squad-4	1	bot-19	bot-28
51894	bot-23	bravo	C33r-3412	latches	-1.46	16.38	195	4.49	0.69	2.84	6	cover	squad-4	2	bot-19	bot-26
51945	bot-19	bravo	S33m-2320	state	2.78	19.44	223	0.00	0.00		0		squad-4	0	bot-19	bot-20
51945	bot-32	bravo	P00r-0410	initial	-22.95	-2.45	0	0.00			0			-1		
52014	bot-20	alpha	H00m-4220	ammo	-7.63	7.39	48	0.00	0.00		0		squad-3	5	bot-13	bot-27
52014	bot-21	bravo	H33r-4220	state	2.82	20.73	214	0.00	0.00		0		squad-4	1	bot-19	bot-28
52014	bot-22	alpha	S00r-3310	state+latches	-0.21	9.31	76	1.75	1.26	0.80	2	cover	squad-3	2	bot-13	bot-21
52014	bot-27	bravo	M33m-2420	state	1.68	19.97	181	0.00	0.06	0.38	1	medic	squad-4	3	bot-19	bot-20
52014	bot-29	bravo	E32r-411P	latches	-18.42	-3.60	53	5.23	1.06	3.23	1	flee	squad-5	0	bot-29	bot-13
52014	bot-32	bravo	S32r-4410	state+tier+score+ammo	-22.95	-2.45	0	0.00	0.00		0		squad-5	2	bot-29	
52083	bot-32	bravo	P32r-4410	state	-22.80	-2.42	13	2.76	0.15	24.48	4	seek	squad-5	2	bot-29	
52186	bot-26	alpha	C00r-3410	state+ammo	-6.01	6.15	27	2.44	1.46	10.00	4	seek	squad-3	6	bot-13	bot-21
52186	bot-27	bravo	T33m-2420	state	2.13	20.48	142	3.75	0.68	0.74	1	medic	squad-4	3	bot-19	bot-20
52259	bot-19	bravo	S32m-2320	score	2.56	18.95	229	2.04	0.53	6.67	1	seek	squad-4	0	bot-19	bot-20
52259	bot-21	bravo	H32r-4220	score	2.82	20.73	228	0.00	0.00		0		squad-4	1	bot-19	bot-28
52259	bot-23	bravo	C32r-3412	score	-1.75	15.48	204	1.56	0.94	2.83	6	cover	squad-4	2	bot-19	bot-26
52259	bot-26	alpha	C00r-3412	latches	-5.96	5.80	24	4.02	0.36	6.33	1	cover	squad-3	6	bot-13	bot-23
52259	bot-27	bravo	T32m-2420	score	2.13	20.48	165	0.00	0.00	0.74	1	medic	squad-4	3	bot-19	bot-20
52259	bot-29	bravo	E32r-4119	latches	-18.90	-4.52	53	5.36	1.04	2.20	1	flee	squad-5	0	bot-29	bot-13
52317	bot-30	alpha	S00r-4410	tick	-6.65	13.37	38	1.39	1.17	5.67	2	seek	squad-3	4	bot-13	bot-21
52317	bot-31	bravo	A32r-4410	state	-16.21	-1.69	46	0.85	0.72	15.35	4	seek	squad-5	1	bot-29	bot-22
52375	bot-13	alpha	S00r-2410	tick	-0.97	10.01	27	0.31	0.03	3.40	1	seek	squad-3	0	bot-13	bot-19
52375	bot-15	alpha	S00r-4410	tick	-5.36	-0.69	218	0.16	0.01	12.36	3	seek	squad-3	1	bot-13	bot-29
52423	bot-19	bravo	S00m-2320	tier+score	2.33	18.75	229	1.66	0.31	6.37	1	seek	squad-4	0	bot-19	bot-20
52423	bot-21	bravo	H00r-4220	tier+score	2.82	20.73	240	0.00	0.00		0		squad-4	1	bot-19	bot-28
52423	bot-23	bravo	C00r-3412	tier+score	-1.90	15.22	211	2.05	0.30	2.96	6	cover	squad-4	2	bot-19	bot-28
52423	bot-27	bravo	T00m-2420	tier+score	2.11	20.49	167	0.22	0.02	0.75	1	medic	squad-4	3	bot-19	bot-20
52423	bot-31	bravo	A32r-441G	latches	-16.21	-1.69	53	0.00	0.00		0		squad-5	1	bot-29	bot-13
52494	bot-15	alpha	S21r-4410	tier+score	-5.36	-0.69	218	0.16	0.01	12.37	3	seek	squad-3	1	bot-13	bot-29
52619	bot-20	alpha	H00m-4320	health	-7.63	7.39	1	0.00	0.00		0		squad-3	5	bot-13	bot-23
52619	bot-21	bravo	H00r-4320	health	2.82	20.73	258	0.00	0.00		0		squad-4	1	bot-19	bot-28
52619	bot-28	alpha	S00m-3320	tick	-6.96	6.57	234	2.36	1.80	15.40	3	seek	squad-3	7	bot-13	bot-29
52669	bot-31	bravo	S32r-4410	state+latches	-16.30	-1.71	53	0.64	0.10		0		squad-5	1	bot-29	bot-13
52767	bot-15	alpha	S00r-4410	tier+score	-5.37	-0.69	218	0.21	0.01	12.36	3	seek	squad-3	1	bot-13	bot-29
52767	bot-24	alpha	A00r-2310	tick	-3.72	9.75	228	0.00	0.00		0		squad-3	3	bot-13	bot-31
52833	bot-26	alpha	A00r-3410	state+latches	-5.72	4.15	19	3.79	1.66	4.67	1	cover	squad-3	6	bot-13	bot-23
52884	bot-30	alpha	E00r-4410	state	-6.38	13.56	33	0.33	0.33	5.36	2	seek	squad-3	4	bot-13	bot-21
52963	bot-30	alpha	E00r-4411	latches	-6.77	13.25	59	4.96	0.50	2.76	1	flee	squad-3	4	bot-13	bot-23
53016	bot-21	bravo	S00r-4324	state+latches	2.82	20.73	256	0.00	0.00		0		squad-4	1	bot-19	bot-28
53016	bot-22	alpha	S00r-3310	tick	-2.23	9.60	355	2.52	2.04	9.97	3	seek	squad-3	2	bot-13	bot-21
53016	bot-26	alpha	C00r-3410	state	-5.72	4.15	19	0.00	0.00		0		squad-3	6	bot-13	bot-23
53069	bot-23	bravo	C00r-3422	packs	-2.32	14.20	207	0.91	1.10	7.67	5	cover	squad-4	2	bot-19	bot-22
53069	bot-26	alpha	C00r-3412	latches	-5.62	4.20	19	1.16	0.11	7.85	2	cover	squad-3	6	bot-13	bot-23
53069	bot-29	bravo	E32r-4110	latches	-19.77	-6.23	53	0.83	1.92		0		squad-5	0	bot-29	bot-13
53069	bot-31	bravo	A32r-4410	state	-16.12	-1.63	75	1.40	0.20	16.47	4	seek	squad-5	1	bot-29	bot-13
53132	bot-22	alpha	E00r-3310	state	-2.35	9.69	356	2.80	0.15	9.88	3	seek	squad-3	2	bot-13	bot-21
53132	bot-32	bravo	P32r-4410	tick	-22.61	-2.40	86	0.00	0.20		0		squad-5	2	bot-29	bot-13
53195	bot-22	alpha	E00r-3311	latches	-2.17	9.63	359	2.22	0.19	1.22	1	flee	squad-3	2	bot-13	bot-23
53195	bot-31	bravo	A32r-441G	latches	-16.12	-1.63	54	0.00	0.00		0		squad-5	1	bot-29	bot-13
53295	bot-22	alpha	E00r-331H	latches	-1.88	9.55	356	3.54	0.31	0.93	1	flee	squad-3	2	bot-13	bot-23
53400	bot-13	alpha	S00r-2410	tick	-0.82	9.96	24	0.33	0.16	3.38	1	seek	squad-3	0	bot-13	bot-19
53400	bot-20	alpha	E00m-4320	state	-7.63	7.39	20	0.00	0.00		0		squad-3	5	bot-13	bot-23
53400	bot-21	bravo	S00r-4424	health	2.82	20.73	222	0.00	0.00		0		squad-4	1	bot-19	bot-28
53400	bot-31	bravo	S32r-4410	state+latches	-16.25	-1.66	54	0.53	0.13		0		squad-5	1	bot-29	bot-13
53457	bot-19	bravo	S00m-2320	tick	0.90	17.59	228	1.55	1.85	4.52	1	seek	squad-4	0	bot-19	bot-20
53457	bot-20	alpha	E00m-4329	latches	-7.93	7.10	39	5.20	0.41	6.42	1	flee	squad-3	5	bot-13	bot-23
53457	bot-24	alpha	F00r-2310	state	-3.72	9.75	228	0.00	0.00		0		squad-3	3	bot-13	bot-31
53457	bot-27	bravo	T00m-2420	tick	2.10	20.52	247	0.00	0.03	0.76	1	medic	squad-4	3	bot-19	bot-20
53552	bot-22	alpha	E00r-3311	latches	-1.13	9.33	356	4.51	0.77	0.29	1	flee	squad-3	2	bot-13	bot-23
53552	bot-23	bravo	A00r-3420	state+latches	-2.45	13.95	214	0.73	0.28	7.74	5	cover	squad-4	2	bot-19	bot-30
53552	bot-24	alpha	A00r-2310	state	-3.72	9.75	228	0.00	0.00		0		squad-3	3	bot-13	bot-31
53641	bot-24	alpha	F00r-2310	state	-3.72	9.75	228	0.00	0.00		0		squad-3	3	bot-13	bot-31
53641	bot-28	alpha	S00m-3320	tick	-8.28	5.13	236	2.41	1.95	13.50	3	seek	squad-3	7	bot-13	bot-29
53641	bot-29	bravo	H32r-4110	state	-19.77	-6.23	53	0.00	0.00		0		squad-5	0	bot-29	bot-13
53704	bot-21	bravo	S21r-4424	tier+score	2.82	20.73	201	0.00	0.00		0		squad-4	1	bot-19	bot-28
53704	bot-22	alpha	S00r-3310	state+latches	-1.14	9.32	356	0.15	0.01		0		squad-3	2	bot-13	bot-23
53704	bot-23	bravo	A00r-3320	health	-2.46	13.96	245	0.00	0.01		0		squad-4	2	bot-19	bot-30
53704	bot-24	alpha	A00r-2310	state	-3.72	9.75	228	0.00	0.00		0		squad-3	3	bot-13	bot-31
53704	bot-27	bravo	T21m-2420	tier+score	2.10	20.52	267	0.00	0.00	0.76	1	medic	squad-4	3	bot-19	bot-20
53796	bot-15	alpha	S00r-4410	tick	-5.36	-0.69	246	0.17	0.00	12.36	3	seek	squad-3	1	bot-13	bot-29
53796	bot-19	bravo	S21m-2320	tier+score	0.59	17.32	228	2.07	0.41	4.11	1	seek	squad-4	0	bot-19	bot-20
53796	bot-23	bravo	A21r-3320	tier+score	-2.46	13.96	254	0.00	0.00		0		squad-4	2	bot-19	bot-30
53796	bot-24	alpha	F00r-2310	state	-3.72	9.75	228	0.00	0.00		0		squad-3	3	bot-13	bot-31
53796	bot-26	alpha	C00r-2412	ammo	-3.86	4.90	10	4.20	1.89	6.06	1	muzzleRecovery	squad-3	6	bot-13	bot-23
53913	bot-23	bravo	C21r-3320	state	-2.46	13.96	254	0.00	0.00		0		squad-4	2	bot-19	bot-30
53913	bot-26	alpha	P00r-2410	state+latches	-3.86	4.90	10	4.04	0.00	6.06	1	muzzleRecovery	squad-3	6	bot-13	bot-23
53913	bot-31	bravo	A32r-4410	state	-16.14	-1.64	56	1.20	0.11	16.49	4	seek	squad-5	1	bot-29	bot-13
53990	bot-23	bravo	C21r-3322	latches	-2.25	14.39	251	4.90	0.49	1.84	1	cover	squad-4	2	bot-19	bot-30
53990	bot-24	alpha	A00r-2310	state	-3.72	9.75	227	0.00	0.00		0		squad-3	3	bot-13	bot-31
53990	bot-26	alpha	C00r-2410	state	-3.67	4.97	23	0.00	0.20	5.87	0	muzzleRecovery	squad-3	6	bot-13	bot-23
53990	bot-30	alpha	E00r-4411	tick	-8.42	12.07	70	1.12	2.03	0.74	1	flee	squad-3	4	bot-13	bot-23
54046	bot-24	alpha	F00r-2310	state	-3.72	9.75	227	0.00	0.00		0		squad-3	3	bot-13	bot-31
54046	bot-26	alpha	C00r-2412	latches	-3.22	5.17	8	4.47	0.49	5.41	2	cover	squad-3	6	bot-13	bot-23
54046	bot-31	bravo	A32r-441G	latches	-16.14	-1.64	53	0.73	0.00		0		squad-5	1	bot-29	bot-13
54098	bot-24	alpha	U00r-2310	state	-3.72	9.75	227	0.00	0.00		0		squad-3	3	bot-13	bot-31
54098	bot-26	alpha	C00r-241I	latches	-3.00	5.25	21	4.64	0.23	5.20	2	cover	squad-3	6	bot-13	bot-23
54098	bot-29	bravo	H00r-4110	tier+score	-19.77	-6.23	62	0.00	0.00		0		squad-5	0	bot-29	bot-13
54098	bot-31	bravo	A00r-441G	tier+score	-16.16	-1.64	53	0.45	0.02		0		squad-5	1	bot-29	bot-13
54098	bot-32	bravo	P00r-4410	tier+score	-22.61	-2.40	66	0.00	0.00		0		squad-5	2	bot-29	bot-13
54197	bot-20	alpha	E00m-4320	latches	-9.68	5.68	40	4.35	2.26	6.65	1	flee	squad-3	5	bot-13	bot-23
54197	bot-30	alpha	E00r-441H	latches	-8.65	11.86	66	2.26	0.31	0.43	1	flee	squad-3	4	bot-13	bot-23
54258	bot-20	alpha	E00m-4329	latches	-9.86	5.51	39	4.94	0.25	6.40	1	flee	squad-3	5	bot-13	bot-23
54258	bot-29	bravo	H00r-4210	health	-19.77	-6.23	74	0.00	0.00		0		squad-5	0	bot-29	bot-13
54258	bot-31	bravo	S00r-4410	state+latches	-16.18	-1.64	53	0.30	0.02		0		squad-5	1	bot-29	bot-13
54331	bot-26	alpha	C00r-2412	latches	-2.37	5.49	59	3.75	0.68	4.60	2	cover	squad-3	6	bot-13	bot-23
54427	bot-13	alpha	S00r-2410	tick	-0.63	10.01	22	0.42	0.20	3.26	1	seek	squad-3	0	bot-13	bot-19
54427	bot-19	bravo	A21m-2320	state	0.04	16.88	227	1.90	0.70	3.41	1	seek	squad-4	0	bot-19	bot-20
54427	bot-20	alpha	E00m-432P	latches	-10.20	5.20	41	3.98	0.46	5.94	1	flee	squad-3	5	bot-13	bot-19
54427	bot-23	bravo	C21r-332I	latches	-1.61	15.77	233	4.93	1.51	0.33	1	cover	squad-4	2	bot-19	bot-20
54427	bot-26	alpha	S00r-2410	state+latches	-2.37	5.49	59	3.75	0.00	4.60	2	cover	squad-3	6	bot-13	bot-23
54427	bot-30	alpha	S00r-4410	state+latches	-8.73	11.77	66	0.00	0.12		0		squad-3	4	bot-13	bot-23
54486	bot-19	bravo	A21m-232G	latches	0.04	16.88	221	0.00	0.00		0		squad-4	0	bot-19	bot-20
54486	bot-23	bravo	G21r-332I	state	-1.61	15.77	233	4.93	0.00	0.33	1	cover	squad-4	2	bot-19	bot-20
54486	bot-27	bravo	S21m-2420	state	2.09	20.53	220	0.00	0.01	0.76	1	medic	squad-4	3	bot-19	bot-20
54579	bot-31	bravo	A00r-4410	state	-16.03	-1.58	55	1.29	0.16	16.65	4	seek	squad-5	1	bot-29	bot-13
54637	bot-20	alpha	E00m-4329	latches	-10.82	4.58	41	3.88	0.87	5.07	1	flee	squad-3	5	bot-13	bot-19
54637	bot-23	bravo	G21r-3322	latches	-1.49	16.07	269	0.30	0.32		0		squad-4	2	bot-19	bot-20
54702	bot-19	bravo	S21m-2320	state+latches	0.02	16.94	221	0.23	0.07		0		squad-4	0	bot-19	bot-20
54702	bot-28	alpha	S00m-3320	tick	-9.45	3.94	237	1.96	1.67	11.87	3	seek	squad-3	7	bot-13	bot-29
54702	bot-31	bravo	A00r-441G	latches	-16.04	-1.57	53	0.14	0.01		0		squad-5	1	bot-29	bot-13
54774	bot-21	bravo	S21r-4424	tick	2.82	20.73	211	0.00	0.00		0		squad-4	1	bot-19	bot-28
54774	bot-22	alpha	S00r-3310	tick	-2.75	10.21	353	2.26	1.84	6.38	2	seek	squad-3	2	bot-13	bot-23
54817	bot-15	alpha	S00r-4410	tick	-5.37	-0.68	218	0.19	0.01	12.37	3	seek	squad-3	1	bot-13	bot-29
54916	bot-23	bravo	S21r-3320	state+latches	-1.46	16.05	250	0.02	0.04		0		squad-4	2	bot-19	bot-20
54916	bot-31	bravo	S00r-4410	state+latches	-16.04	-1.57	53	0.01	0.01		0		squad-5	1	bot-29	bot-13
54985	bot-15	alpha	P00r-4410	state	-5.37	-0.68	218	0.28	0.00	12.36	3	seek	squad-3	1	bot-13	bot-29
54985	bot-21	bravo	S21r-4420	latches	2.78	20.68	211	1.41	0.07	14.98	2	seek	squad-4	1	bot-19	bot-28
55137	bot-24	alpha	U00r-2310	tick	-5.96	7.77	227	4.06	2.99	3.07	1	pursue	squad-3	3	bot-13	bot-31
55137	bot-32	bravo	P00r-4410	tick	-22.02	-3.60	158	0.27	1.34		0		squad-5	2	bot-29	bot-13
55178	bot-19	bravo	A21m-2320	state	-0.36	16.53	222	1.73	0.56	12.09	2	seek	squad-4	0	bot-19	bot-20
55255	bot-20	alpha	E00m-432P	latches	-12.54	2.85	42	4.06	2.44	2.63	1	flee	squad-3	5	bot-13	bot-19
55255	bot-21	bravo	S00r-4420	tier+score	2.55	20.40	204	2.40	0.36	14.64	2	seek	squad-4	1	bot-19	bot-28
55255	bot-27	bravo	S00m-2420	tier+score	1.14	19.40	215	1.33	1.47	9.64	2	seek	squad-4	3	bot-19	bot-20
55255	bot-31	bravo	C00r-4410	state	-15.93	-1.52	81	0.42	0.12	16.25	4	seek	squad-5	1	bot-29	bot-13
55322	bot-19	bravo	A00m-232G	tier+score+latches	-0.36	16.54	222	0.77	0.01		0		squad-4	0	bot-19	bot-20
55322	bot-23	bravo	S10r-3320	tier+score	-1.77	15.70	218	1.25	0.48	16.33	3	seek	squad-4	2	bot-19	bot-20
55322	bot-29	bravo	H00r-4210	tick	-19.77	-6.23	44	0.00	0.00		0		squad-5	0	bot-29	bot-13
55322	bot-31	bravo	C00r-4412	latches	-15.86	-1.47	55	1.07	0.08	5.24	4	cover	squad-5	1	bot-29	bot-20
55468	bot-13	alpha	S00r-2410	tick	-0.55	10.00	20	0.23	0.09	3.24	1	seek	squad-3	0	bot-13	bot-19
55468	bot-20	alpha	E00m-4329	latches	-12.95	2.43	42	3.98	0.59	2.04	1	flee	squad-3	5	bot-13	bot-19
55468	bot-26	alpha	S00r-2410	tick	-2.51	6.82	10	1.44	1.34	5.82	3	seek	squad-3	6	bot-13	bot-23
55468	bot-28	alpha	C00m-3320	state	-10.52	3.13	233	1.69	1.34	10.53	3	seek	squad-3	7	bot-13	bot-29
55468	bot-30	alpha	S00r-4410	tick	-7.09	13.03	36	1.72	2.06	6.20	2	seek	squad-3	4	bot-13	bot-23
55528	bot-19	bravo	S00m-2320	state+latches	-0.37	16.57	222	0.23	0.03		0		squad-4	0	bot-19	bot-20
55528	bot-28	alpha	C00m-3322	latches	-10.40	2.69	231	4.57	0.46	1.70	1	cover	squad-3	7	bot-13	bot-31
55586	bot-22	alpha	E00r-3310	state	-3.53	10.85	1	1.31	1.01	5.70	1	seek	squad-3	2	bot-13	bot-23
55648	bot-22	alpha	E00r-3311	latches	-3.63	10.97	20	1.57	0.16	1.35	1	flee	squad-3	2	bot-13	bot-23
55648	bot-29	bravo	H00r-4310	health	-19.77	-6.23	7	0.00	0.00		0		squad-5	0	bot-29	bot-20
55748	bot-15	alpha	C00r-4410	state	-4.97	0.74	354	2.36	1.47	10.30	2	squad	squad-3	1	bot-13	bot-19
55748	bot-23	bravo	E10r-3320	state	-1.94	15.33	219	1.21	0.41	15.93	3	seek	squad-4	2	bot-19	bot-20
55748	bot-28	alpha	C00m-332I	latches	-10.18	1.89	228	4.57	0.83	0.87	1	cover	squad-3	7	bot-13	bot-31
55806	bot-15	alpha	C00r-441I	latches	-4.97	0.35	15	4.43	0.38	0.80	1	cover	squad-3	1	bot-13	bot-23
55806	bot-23	bravo	E00r-3321	tier+latches	-1.68	15.65	205	4.94	0.42	3.27	1	flee	squad-4	2	bot-19	bot-22
55883	bot-19	bravo	A00m-2320	state	-0.64	16.33	220	1.60	0.37	15.28	3	seek	squad-4	0	bot-19	bot-20
55883	bot-22	alpha	E00r-331H	latches	-3.95	11.35	24	4.78	0.50	0.86	1	flee	squad-3	2	bot-13	bot-23
55944	bot-20	alpha	E00m-432P	latches	-14.12	1.29	42	3.88	1.63	0.41	1	flee	squad-3	5	bot-13	bot-19
55944	bot-22	alpha	E00r-3311	latches	-4.09	11.55	28	5.05	0.24	0.62	1	flee	squad-3	2	bot-13	bot-23
55944	bot-28	alpha	G00m-332I	state	-10.05	1.45	203	4.49	0.46	0.41	1	cover	squad-3	7	bot-13	bot-31
56002	bot-15	alpha	G00r-4412	state+latches	-4.95	-0.09	41	4.22	0.44	0.36	1	cover	squad-3	1	bot-13	bot-23
56002	bot-19	bravo	A00m-232G	latches	-0.65	16.34	222	0.20	0.02		0		squad-4	0	bot-19	bot-20
56002	bot-22	alpha	E00r-331H	latches	-4.23	11.74	28	4.84	0.24	0.38	1	flee	squad-3	2	bot-13	bot-23
56002	bot-23	bravo	E00r-332H	latches	-1.42	16.34	211	5.36	0.74	2.61	1	flee	squad-4	2	bot-19	bot-22
56002	bot-28	alpha	G00m-3322	latches	-9.94	1.09	223	0.08	0.38		0		squad-3	7	bot-13	bot-31
56132	bot-20	alpha	E00m-432G	latches	-14.26	1.16	42	0.00	0.19		0		squad-3	5	bot-13	bot-19
56195	bot-19	bravo	S00m-2320	state+latches	-0.65	16.35	222	0.04	0.01		0		squad-4	0	bot-19	bot-20
56195	bot-20	alpha	E00m-4320	latches	-14.25	1.15	42	0.80	0.02		0		squad-3	5	bot-13	bot-19
56195	bot-22	alpha	S00r-3310	state+latches	-4.38	11.95	28	0.94	0.25		0		squad-3	2	bot-13	bot-23
56195	bot-23	bravo	E00r-3321	latches	-1.30	17.01	211	4.44	0.68	2.12	1	flee	squad-4	2	bot-19	bot-22
56195	bot-24	alpha	U00r-2310	tick	-7.23	6.32	228	0.00	1.93		0		squad-3	3	bot-13	bot-31
56195	bot-32	bravo	P00r-4410	tick	-22.03	-3.60	158	0.00	0.01		0		squad-5	2	bot-29	bot-13
56267	bot-21	bravo	S00r-4420	tick	1.50	19.09	219	2.21	1.68	13.01	2	seek	squad-4	1	bot-19	bot-28
56267	bot-27	bravo	S00m-2420	tick	0.26	18.14	218	2.16	1.54	8.10	2	seek	squad-4	3	bot-19	bot-20
56340	bot-31	bravo	C00r-4412	tick	-15.56	-1.20	30	0.09	0.41	5.38	3	cover	squad-5	1	bot-29	bot-20
56420	bot-20	alpha	E00m-3320	ammo	-14.19	1.11	42	0.15	0.07		1	muzzleRecovery	squad-3	5	bot-13	bot-19
